Date,Category,Type,Amount
2023-08-19,Office Rent,Revenue,3060.28
2024-11-21,Salaries,Revenue,5566.9
2024-12-24,Salaries,Revenue,4114.14
2024-03-08,Software Licenses,Revenue,1387.33
2024-10-14,Marketing,Expense,2064.5
2024-10-27,Office Rent,Revenue,6011.72
2023-04-17,Salaries,Expense,3013.96
2024-04-12,Service Fees,Expense,4263.06
2023-02-20,Salaries,Expense,9156.55
2024-01-02,Utilities,Expense,7472.9
2024-04-30,Salaries,Expense,5896.13
2023-07-11,Software Licenses,Revenue,4468.62
2023-09-07,Product Sales,Expense,6630.68
2023-12-08,Service Fees,Expense,8351.91
2023-05-27,Product Sales,Expense,5000.05
2024-04-11,Service Fees,Expense,6370.35
2023-03-05,Office Rent,Revenue,3324.52
2023-10-27,Service Fees,Revenue,6616.4
2023-12-10,Salaries,Expense,2894.44
2023-05-01,Product Sales,Revenue,10835.65
2023-06-12,Utilities,Revenue,6335.44
2023-08-24,Salaries,Expense,6275.89
2023-02-27,Product Sales,Expense,5337.55
2023-12-11,Office Rent,Revenue,8795.92
2023-05-12,Service Fees,Expense,6451.78
2023-10-29,Utilities,Expense,3276.44
2023-05-21,Utilities,Revenue,5246.65
2023-11-24,Salaries,Revenue,1103.72
2024-12-07,Marketing,Revenue,8082.06
2024-08-28,Service Fees,Expense,6774.38
2024-03-25,Marketing,Revenue,8882.02
2024-08-04,Salaries,Revenue,9039.2
2023-07-26,Utilities,Expense,7800.6
2023-11-08,Product Sales,Expense,5435.7
2023-05-14,Product Sales,Revenue,10439.98
2024-06-26,Software Licenses,Expense,10943.62
2024-01-30,Salaries,Expense,9942.59
2024-09-20,Salaries,Expense,7059.44
2024-07-24,Product Sales,Expense,1256.75
2023-06-21,Salaries,Revenue,7089.18
2024-01-04,Utilities,Expense,4164.21
2024-11-03,Marketing,Revenue,5682.04
2024-04-17,Utilities,Revenue,6786.96
2023-03-16,Utilities,Expense,10067.97
2023-10-09,Salaries,Expense,4641.57
2024-04-07,Marketing,Expense,9749.9
2024-04-22,Utilities,Expense,6011.31
2023-03-09,Service Fees,Expense,8730.04
2023-07-23,Utilities,Expense,5942.49
2024-07-16,Office Rent,Revenue,4604.2
2023-06-17,Utilities,Revenue,9963.09
2023-07-28,Service Fees,Expense,7943.39
2024-06-12,Product Sales,Expense,1648.16
2023-09-22,Software Licenses,Expense,4364.33
2024-02-13,Service Fees,Expense,8082.46
2024-05-20,Software Licenses,Revenue,7113.41
2023-02-21,Service Fees,Expense,3300.5
2024-06-25,Utilities,Expense,2044.65
2024-06-01,Office Rent,Revenue,8539.99
2023-06-15,Marketing,Expense,2626.7
2023-04-12,Service Fees,Expense,9897.25
2024-04-24,Salaries,Revenue,5057.49
2024-02-01,Salaries,Revenue,5216.35
2024-10-27,Service Fees,Revenue,5718.26
2023-08-13,Marketing,Revenue,3883.83
2024-03-27,Office Rent,Revenue,6584.86
2023-07-26,Software Licenses,Revenue,4973.21
2023-05-26,Salaries,Expense,8315.01
2024-06-03,Office Rent,Revenue,8273.94
2024-10-12,Utilities,Revenue,7640.7
2024-04-07,Salaries,Revenue,7221.99
2024-09-21,Utilities,Expense,6081.91
2023-03-22,Marketing,Revenue,8228.59
2024-02-06,Marketing,Revenue,5746.48
2024-02-23,Software Licenses,Revenue,735.38
2023-10-14,Office Rent,Revenue,6190.03
2024-06-12,Utilities,Revenue,4979.53
2023-08-28,Marketing,Revenue,8894.32
2024-03-07,Utilities,Revenue,3794.94
2023-07-16,Salaries,Revenue,5974.67
2023-04-08,Utilities,Revenue,6212.13
2023-09-17,Utilities,Revenue,4343.39
2023-11-05,Service Fees,Revenue,2362.96
2024-02-27,Office Rent,Revenue,585.2
2023-02-13,Salaries,Revenue,2592.55
2023-01-24,Utilities,Revenue,9526.88
2023-10-18,Office Rent,Expense,3115.11
2023-03-27,Utilities,Expense,5794.97
2024-08-15,Office Rent,Revenue,8895.42
2023-04-27,Product Sales,Revenue,8594.89
2024-11-17,Office Rent,Revenue,3585.97
2024-06-30,Utilities,Revenue,8163.26
2023-08-21,Software Licenses,Expense,1107.38
2024-12-22,Software Licenses,Expense,9030.03
2024-05-04,Software Licenses,Expense,9009.89
2023-02-10,Office Rent,Expense,7517.43
2023-08-03,Salaries,Revenue,4489.58
2024-08-20,Software Licenses,Expense,4477.56
2024-03-07,Software Licenses,Revenue,3597.03
2024-03-26,Salaries,Expense,1149.11
2023-03-24,Salaries,Expense,10227.55
2024-12-10,Utilities,Revenue,7598.08
2023-05-24,Marketing,Revenue,1787.13
2024-12-20,Office Rent,Expense,10390.59
2024-06-21,Service Fees,Revenue,6071.45
2024-10-24,Service Fees,Revenue,6095.23
2024-09-06,Office Rent,Revenue,10253.55
2023-02-24,Salaries,Expense,6970.24
2023-12-17,Product Sales,Expense,1456.56
2023-04-13,Software Licenses,Revenue,2749.56
2024-06-17,Utilities,Expense,3792.79
2024-09-05,Marketing,Revenue,3193.04
2024-07-11,Utilities,Expense,7464.47
2023-02-03,Service Fees,Revenue,1079.86
2024-07-02,Product Sales,Revenue,7781.56
2024-06-09,Utilities,Expense,3837.99
2023-07-26,Utilities,Revenue,6691.36
2023-12-15,Marketing,Expense,6610.17
2023-08-03,Product Sales,Expense,5700.11
2023-07-02,Marketing,Revenue,7784.81
2023-07-30,Marketing,Revenue,5694.69
2023-12-02,Software Licenses,Revenue,9323.77
2024-08-09,Utilities,Expense,8888.91
2023-02-19,Marketing,Revenue,955.68
2023-08-09,Office Rent,Revenue,9757.82
2023-12-13,Software Licenses,Expense,4675.29
2024-05-09,Office Rent,Revenue,1546.8
2024-03-16,Software Licenses,Revenue,5348.96
2023-03-30,Salaries,Revenue,7543.39
2023-09-11,Marketing,Expense,4583.19
2024-05-06,Software Licenses,Expense,5512.61
2024-02-20,Product Sales,Expense,3710.58
2023-01-11,Software Licenses,Revenue,1755.95
2023-09-13,Service Fees,Revenue,5014.3
2023-10-22,Software Licenses,Revenue,2677.88
2024-05-20,Utilities,Expense,5992.0
2024-11-02,Office Rent,Expense,544.62
2023-04-28,Product Sales,Revenue,1143.64
2023-05-22,Service Fees,Expense,8025.07
2023-06-27,Office Rent,Revenue,7871.51
2024-08-30,Office Rent,Expense,1635.39
2024-07-27,Marketing,Expense,1225.2
2023-02-14,Utilities,Expense,7271.79
2023-02-23,Office Rent,Revenue,3874.21
2023-02-09,Office Rent,Revenue,6011.67
2023-05-24,Marketing,Expense,7991.99
2022-12-28,Marketing,Expense,2120.2
2024-08-06,Product Sales,Revenue,5410.28
2024-08-28,Salaries,Revenue,8841.88
2023-08-29,Office Rent,Revenue,4768.75
2023-11-24,Product Sales,Revenue,931.1
2023-06-10,Salaries,Expense,1920.96
2024-06-30,Service Fees,Revenue,1053.37
2023-05-07,Service Fees,Revenue,8129.26
2024-08-30,Salaries,Expense,8045.96
2024-08-03,Service Fees,Expense,6058.85
2023-03-26,Product Sales,Expense,6209.44
2024-10-25,Office Rent,Expense,7331.08
2023-01-21,Office Rent,Expense,3692.56
2023-03-01,Salaries,Expense,8710.47
2023-11-11,Office Rent,Revenue,2414.29
2023-02-22,Service Fees,Expense,8922.91
2023-12-26,Software Licenses,Revenue,641.16
2024-03-22,Office Rent,Expense,5768.25
2024-07-30,Software Licenses,Revenue,5135.63
2023-07-05,Service Fees,Revenue,2220.07
2023-09-24,Salaries,Revenue,9339.61
2023-06-04,Office Rent,Revenue,3482.1
2023-09-03,Marketing,Revenue,1680.51
2023-05-02,Marketing,Revenue,7625.91
2023-11-28,Product Sales,Revenue,2741.92
2022-12-30,Utilities,Expense,5711.5
2024-02-21,Utilities,Expense,779.97
2023-01-12,Product Sales,Revenue,6191.4
2024-12-25,Salaries,Revenue,1548.72
2024-04-28,Marketing,Expense,7483.48
2023-08-05,Marketing,Expense,8386.36
2023-12-27,Product Sales,Expense,3495.2
2023-10-14,Utilities,Expense,9999.13
2024-05-26,Software Licenses,Revenue,5638.44
2024-11-02,Utilities,Expense,3771.36
2023-07-26,Service Fees,Expense,5344.06
2023-06-02,Office Rent,Expense,6652.77
2023-12-15,Product Sales,Expense,6562.8
2024-02-28,Product Sales,Revenue,2481.44
2024-06-04,Office Rent,Expense,10011.98
2023-12-23,Product Sales,Revenue,1089.89
2023-08-03,Utilities,Revenue,6199.39
2023-02-02,Utilities,Revenue,5351.3
2024-05-25,Utilities,Expense,7324.48
2024-03-11,Utilities,Expense,9028.63
2024-09-06,Utilities,Expense,10246.77
2022-12-28,Office Rent,Expense,3876.92
2023-05-26,Office Rent,Revenue,6178.93
2024-11-19,Service Fees,Expense,9551.23
2023-08-02,Utilities,Revenue,5628.29
2023-08-30,Marketing,Expense,10140.02
2024-09-07,Marketing,Expense,5246.05
2023-05-06,Salaries,Revenue,8407.66
2024-11-28,Salaries,Expense,5229.6
2023-01-25,Office Rent,Expense,8859.5
2023-08-22,Marketing,Revenue,4931.49
2023-11-03,Salaries,Revenue,7362.78
2023-01-18,Office Rent,Revenue,8949.44
2024-06-30,Service Fees,Revenue,6259.55
2024-06-25,Product Sales,Expense,1436.13
2024-07-10,Product Sales,Revenue,4613.08
2024-06-06,Office Rent,Expense,3147.66
2023-03-22,Software Licenses,Revenue,3127.81
2024-11-25,Office Rent,Revenue,1934.41
2023-10-23,Salaries,Expense,4887.55
2023-05-15,Service Fees,Revenue,6899.5
2023-11-27,Service Fees,Revenue,7843.36
2024-09-17,Salaries,Revenue,6967.9
2022-12-28,Service Fees,Expense,9268.47
2024-05-30,Office Rent,Expense,10853.05
2023-03-27,Salaries,Expense,6846.63
2024-03-28,Product Sales,Expense,6533.51
2023-08-03,Utilities,Expense,7771.63
2024-08-01,Marketing,Expense,7567.52
2023-06-18,Service Fees,Expense,7993.8
2024-11-09,Product Sales,Expense,6535.35
2023-12-15,Service Fees,Expense,6222.79
2024-03-04,Software Licenses,Expense,3823.07
2023-01-13,Salaries,Revenue,7489.14
2024-05-14,Service Fees,Expense,6209.53
2024-03-06,Software Licenses,Expense,3484.21
2023-11-19,Product Sales,Expense,6349.46
2023-05-08,Marketing,Expense,6453.65
2024-10-12,Salaries,Expense,4133.29
2023-11-05,Service Fees,Expense,6614.22
2024-04-25,Marketing,Revenue,6609.65
2023-07-17,Salaries,Expense,2018.34
2024-06-08,Salaries,Expense,5900.27
2024-03-13,Service Fees,Revenue,3847.42
2024-10-21,Marketing,Revenue,4636.62
2023-08-02,Product Sales,Expense,6652.71
2024-09-23,Product Sales,Expense,10029.88
2023-03-05,Salaries,Revenue,8246.4
2024-11-17,Software Licenses,Expense,3733.31
2023-02-01,Service Fees,Revenue,10106.97
2023-05-20,Software Licenses,Revenue,5694.62
2024-10-18,Service Fees,Expense,8434.29
2024-03-27,Product Sales,Expense,5107.82
2023-01-09,Service Fees,Expense,6460.42
2023-03-07,Office Rent,Expense,337.19
2024-08-18,Software Licenses,Expense,7995.01
2023-10-14,Office Rent,Expense,6204.29
2023-01-18,Service Fees,Expense,3059.74
2023-08-15,Product Sales,Expense,840.67
2023-11-29,Utilities,Expense,2794.25
2024-08-23,Marketing,Revenue,4739.95
2024-04-08,Salaries,Revenue,596.78
2023-09-11,Office Rent,Revenue,5094.3
2023-01-01,Office Rent,Revenue,7128.61
2024-01-29,Marketing,Revenue,7146.55
2023-11-01,Office Rent,Expense,8295.56
2024-10-06,Utilities,Expense,8234.33
2023-02-12,Product Sales,Revenue,10128.45
2024-02-20,Utilities,Expense,4968.34
2023-09-19,Product Sales,Revenue,4380.82
2023-08-24,Marketing,Expense,1318.93
2024-12-07,Product Sales,Expense,3352.13
2024-04-24,Marketing,Expense,9041.08
2023-03-07,Product Sales,Revenue,8491.21
2023-07-06,Office Rent,Expense,1845.29
2023-10-31,Marketing,Expense,7129.2
2023-06-12,Salaries,Revenue,1178.64
2024-05-23,Service Fees,Revenue,1809.58
2023-04-05,Salaries,Revenue,6558.39
2023-01-17,Product Sales,Expense,4386.96
2023-01-28,Software Licenses,Expense,6785.49
2023-09-08,Marketing,Expense,4680.71
2023-04-08,Product Sales,Revenue,6047.97
2024-09-21,Product Sales,Revenue,10030.56
2024-07-26,Salaries,Revenue,7433.21
2024-12-19,Software Licenses,Revenue,7531.25
2024-11-14,Marketing,Expense,4032.35
2024-02-06,Product Sales,Expense,6858.52
2024-06-26,Utilities,Revenue,8689.56
2024-02-04,Office Rent,Expense,1919.53
2024-05-03,Product Sales,Expense,2315.8
2024-04-10,Software Licenses,Expense,6007.53
2023-07-15,Product Sales,Revenue,8339.04
2024-07-24,Office Rent,Expense,3682.36
2023-02-01,Office Rent,Revenue,4231.37
2024-03-25,Service Fees,Revenue,7936.24
2024-10-22,Product Sales,Revenue,3615.07
2023-12-25,Office Rent,Expense,802.43
2023-04-05,Utilities,Expense,1429.24
2023-09-23,Product Sales,Expense,6717.81
2024-09-27,Service Fees,Revenue,10631.83
2024-06-03,Marketing,Revenue,10571.26
2024-01-15,Product Sales,Revenue,8266.87
2024-11-26,Office Rent,Expense,1309.95
2024-02-18,Product Sales,Revenue,9563.75
2024-08-22,Marketing,Revenue,4019.44
2023-10-09,Product Sales,Expense,1424.35
2024-11-11,Product Sales,Expense,8503.5
2023-03-20,Product Sales,Revenue,9811.37
2023-10-26,Marketing,Revenue,3967.84
2024-08-21,Service Fees,Revenue,7745.98
2023-05-23,Office Rent,Revenue,9307.02
2023-06-24,Software Licenses,Revenue,4480.19
2023-07-02,Product Sales,Revenue,8434.74
2023-01-16,Service Fees,Revenue,1555.45
2024-11-23,Marketing,Expense,4256.47
2023-07-10,Software Licenses,Revenue,9433.4
2024-09-03,Product Sales,Revenue,5381.25
2023-12-29,Utilities,Revenue,564.2
2024-03-11,Marketing,Expense,2736.72
2024-11-23,Marketing,Expense,4040.87
2023-07-12,Salaries,Revenue,3259.98
2023-02-18,Marketing,Revenue,2695.74
2024-03-12,Software Licenses,Revenue,1025.42
2023-03-08,Service Fees,Revenue,8323.15
2023-12-01,Utilities,Revenue,5181.4
2023-11-19,Office Rent,Revenue,8457.91
2023-12-22,Utilities,Expense,2399.58
2023-12-17,Marketing,Expense,4538.62
2023-11-08,Marketing,Expense,558.89
2024-01-24,Utilities,Revenue,301.2
2023-06-24,Software Licenses,Expense,5603.3
2023-08-07,Product Sales,Revenue,3243.8
2023-09-03,Service Fees,Revenue,6392.54
2023-03-24,Office Rent,Revenue,3946.03
2023-08-13,Service Fees,Expense,4878.44
2024-06-21,Salaries,Revenue,2664.19
2024-01-01,Salaries,Expense,1744.76
2023-10-31,Marketing,Expense,5986.04
2023-12-27,Marketing,Expense,1576.59
2023-04-06,Product Sales,Revenue,7413.42
2024-10-06,Software Licenses,Expense,8540.45
2024-02-17,Marketing,Expense,3071.28
2023-02-10,Software Licenses,Expense,648.9
2024-01-29,Service Fees,Expense,7258.06
2024-03-10,Software Licenses,Expense,2959.57
2023-06-14,Salaries,Expense,2165.49
2024-03-20,Salaries,Revenue,1132.8
2024-11-17,Product Sales,Expense,7720.47
2023-02-13,Product Sales,Revenue,7485.83
2024-01-12,Product Sales,Revenue,6648.39
2024-06-15,Marketing,Expense,7932.58
2024-07-06,Utilities,Revenue,2873.29
2024-11-02,Software Licenses,Revenue,6678.56
2023-04-16,Service Fees,Revenue,1534.66
2024-02-23,Marketing,Expense,4667.49
2023-03-10,Salaries,Expense,777.95
2024-08-24,Software Licenses,Expense,3619.87
2023-08-31,Salaries,Revenue,8011.06
2023-07-20,Utilities,Revenue,2062.96
2023-08-26,Product Sales,Revenue,7019.29
2023-03-18,Software Licenses,Expense,9672.4
2023-09-27,Utilities,Expense,3486.66
2023-08-16,Marketing,Revenue,3291.74
2024-09-01,Product Sales,Revenue,3811.89
2023-10-13,Utilities,Revenue,9755.89
2024-04-09,Software Licenses,Expense,2099.02
2023-07-24,Software Licenses,Revenue,6795.56
2024-08-04,Service Fees,Revenue,8018.88
2024-03-30,Utilities,Revenue,1575.94
2024-06-02,Product Sales,Revenue,8791.69
2023-02-13,Product Sales,Revenue,1565.92
2024-04-06,Salaries,Expense,8927.9
2024-11-02,Software Licenses,Revenue,4819.67
2023-01-16,Marketing,Expense,638.92
2024-04-06,Software Licenses,Revenue,8981.44
2024-09-02,Office Rent,Revenue,8485.52
2023-10-27,Office Rent,Revenue,7469.24
2023-11-23,Salaries,Expense,2417.85
2024-09-07,Office Rent,Revenue,3230.79
2023-07-09,Service Fees,Revenue,8133.17
2024-11-25,Product Sales,Revenue,8370.04
2023-11-27,Software Licenses,Expense,841.06
2023-04-26,Service Fees,Revenue,9924.56
2024-12-17,Office Rent,Expense,2694.44
2022-12-27,Product Sales,Expense,4797.96
2023-07-21,Utilities,Revenue,7238.54
2024-06-15,Product Sales,Revenue,7733.07
2024-08-29,Software Licenses,Revenue,6414.44
2023-12-09,Software Licenses,Revenue,8286.95
2024-11-06,Marketing,Expense,1895.97
2023-03-08,Service Fees,Revenue,2632.09
2023-08-03,Software Licenses,Expense,1712.11
2024-04-14,Office Rent,Expense,7438.73
2023-01-20,Marketing,Revenue,8482.91
2024-08-09,Service Fees,Revenue,3257.05
2023-01-07,Service Fees,Revenue,4624.26
2024-10-07,Software Licenses,Expense,4653.3
2023-11-28,Software Licenses,Expense,6168.93
2023-02-09,Utilities,Expense,9204.88
2022-12-29,Office Rent,Revenue,5274.11
2024-07-30,Marketing,Revenue,5855.1
2024-09-11,Utilities,Revenue,1103.43
2024-03-01,Marketing,Expense,8283.76
2023-12-31,Salaries,Revenue,4911.34
2024-01-01,Service Fees,Revenue,6257.44
2023-02-02,Product Sales,Expense,5343.59
2023-09-17,Marketing,Expense,4576.76
2023-04-14,Software Licenses,Expense,2995.63
2024-08-16,Office Rent,Expense,8805.96
2024-02-21,Office Rent,Revenue,9804.13
2024-11-04,Product Sales,Expense,3044.98
2024-06-20,Utilities,Revenue,7527.36
2023-09-23,Service Fees,Expense,4866.78
2023-09-09,Software Licenses,Revenue,10290.32
2024-05-14,Marketing,Expense,7719.9
2024-02-17,Software Licenses,Revenue,1845.53
2023-04-27,Service Fees,Revenue,5146.18
2024-05-07,Marketing,Expense,1444.83
2023-02-08,Utilities,Revenue,2767.08
2023-09-05,Office Rent,Revenue,7719.51
2023-06-05,Service Fees,Expense,3312.89
2024-10-10,Office Rent,Expense,1421.19
2024-08-25,Office Rent,Revenue,9403.32
2023-01-20,Office Rent,Revenue,6623.34
2024-02-01,Utilities,Revenue,2564.21
2024-07-04,Marketing,Expense,1065.21
2024-06-14,Salaries,Revenue,1031.86
2024-10-01,Salaries,Expense,5951.12
2024-05-08,Service Fees,Revenue,7847.8
2024-01-05,Office Rent,Revenue,8484.97
2024-09-18,Marketing,Expense,1334.86
2023-04-29,Product Sales,Revenue,8891.76
2023-07-02,Product Sales,Revenue,4840.72
2024-02-22,Service Fees,Revenue,1228.39
2024-05-24,Office Rent,Revenue,8132.73
2023-10-01,Product Sales,Expense,1839.56
2024-07-25,Salaries,Expense,1072.68
2024-08-08,Service Fees,Expense,7037.22
2024-10-24,Salaries,Expense,2664.76
2024-02-28,Utilities,Expense,5064.24
2023-07-27,Office Rent,Expense,6436.05
2023-05-03,Salaries,Expense,5743.43
2024-10-26,Salaries,Revenue,10274.31
2023-11-06,Salaries,Revenue,3561.3
2023-08-23,Software Licenses,Expense,6765.62
2023-07-06,Marketing,Revenue,4293.92
2023-05-17,Software Licenses,Revenue,5497.24
2024-08-24,Salaries,Expense,1563.91
2023-09-29,Product Sales,Expense,1506.14
2023-04-02,Service Fees,Expense,7657.47
2023-05-04,Salaries,Expense,8871.79
2024-10-23,Service Fees,Revenue,3827.46
2023-09-13,Product Sales,Expense,1339.31
2024-07-18,Salaries,Revenue,9295.1
2024-04-02,Salaries,Expense,6115.97
2024-10-14,Software Licenses,Expense,1121.98
2024-07-04,Service Fees,Expense,5035.13
2024-11-01,Software Licenses,Revenue,8187.94
2023-06-01,Office Rent,Expense,2246.54
2024-10-23,Office Rent,Expense,7038.0
2023-07-20,Service Fees,Expense,4560.55
2024-11-09,Marketing,Revenue,7003.79
2023-07-07,Service Fees,Revenue,4168.86
2023-05-30,Office Rent,Expense,10322.99
2024-05-09,Utilities,Expense,6005.52
2024-11-08,Salaries,Expense,4260.31
2023-04-08,Office Rent,Revenue,3293.91
2024-10-08,Software Licenses,Expense,6275.98
2024-12-14,Salaries,Expense,9181.78
2023-07-23,Service Fees,Revenue,5976.36
2024-07-17,Service Fees,Revenue,9953.85
2023-10-30,Office Rent,Revenue,4450.09
2023-04-18,Utilities,Expense,843.98
2023-04-25,Utilities,Expense,7212.28
2024-11-23,Service Fees,Revenue,1921.63
2024-03-22,Service Fees,Revenue,8214.91
2023-10-21,Software Licenses,Revenue,8791.83
2024-01-24,Utilities,Expense,1985.99
2023-10-12,Software Licenses,Revenue,8117.5
2023-07-25,Salaries,Revenue,8813.64
2023-02-08,Software Licenses,Expense,5524.2
2024-09-20,Product Sales,Expense,5522.22
2024-10-29,Product Sales,Expense,2207.2
2024-08-16,Utilities,Expense,5440.1
2024-11-19,Service Fees,Expense,7210.25
2023-07-27,Service Fees,Expense,3515.58
2023-07-19,Office Rent,Revenue,10314.27
2023-05-03,Salaries,Revenue,8995.7
2024-07-09,Utilities,Revenue,6346.91
2024-06-24,Service Fees,Expense,8544.0
2023-08-27,Utilities,Revenue,1010.51
2024-03-09,Marketing,Revenue,4313.71
2024-05-31,Software Licenses,Revenue,9287.89
2024-10-08,Office Rent,Expense,1068.62
2024-06-29,Marketing,Expense,5210.99
2024-03-15,Service Fees,Expense,7355.84
2023-01-10,Product Sales,Revenue,2235.78
2024-01-01,Office Rent,Revenue,2819.69
2023-05-05,Office Rent,Revenue,10117.94
2023-11-09,Service Fees,Expense,4786.45
2024-04-12,Salaries,Revenue,6236.63
2024-08-23,Marketing,Revenue,6905.89
2024-10-30,Software Licenses,Expense,2983.56
2024-07-26,Marketing,Revenue,7650.05
2023-11-30,Marketing,Expense,8059.68
2024-05-28,Service Fees,Revenue,4178.69
2023-02-23,Software Licenses,Expense,8874.14
2024-07-01,Marketing,Revenue,860.22
2024-07-25,Salaries,Revenue,9370.7
2023-11-17,Salaries,Revenue,3016.72
2024-04-30,Software Licenses,Revenue,3953.97
2023-01-27,Service Fees,Expense,1206.24
2023-07-22,Office Rent,Expense,2622.74
2024-03-04,Product Sales,Expense,8661.54
2023-05-12,Product Sales,Revenue,9213.21
2023-12-05,Marketing,Expense,1624.06
2023-10-03,Utilities,Expense,8530.86
2024-12-06,Product Sales,Revenue,7045.31
2024-09-19,Marketing,Revenue,4745.59
2023-04-14,Service Fees,Expense,5985.94
2024-07-31,Software Licenses,Revenue,3476.1
2022-12-26,Marketing,Revenue,8869.38
2023-12-19,Office Rent,Expense,6656.69
2023-07-20,Utilities,Revenue,2170.52
2024-04-23,Software Licenses,Expense,7537.07
2023-08-03,Marketing,Revenue,1331.56
2023-02-10,Marketing,Expense,2276.83
2024-06-25,Salaries,Expense,5308.74
2024-11-02,Office Rent,Expense,4691.58
2024-01-09,Salaries,Revenue,691.76
2023-09-25,Service Fees,Revenue,9892.84
2024-11-17,Office Rent,Revenue,2744.72
2024-01-03,Marketing,Expense,5379.4
2023-10-07,Service Fees,Revenue,2523.47
2023-07-05,Product Sales,Revenue,4426.03
2023-08-05,Product Sales,Expense,9213.82
2024-01-07,Marketing,Expense,9007.39
2024-04-03,Utilities,Expense,7714.34
2024-01-04,Office Rent,Expense,4038.01
2023-05-24,Marketing,Expense,2462.67
2024-08-19,Service Fees,Revenue,499.01
2023-09-16,Office Rent,Revenue,6206.8
2024-11-02,Product Sales,Expense,9734.76
2023-05-31,Software Licenses,Revenue,7561.0
2023-10-23,Product Sales,Revenue,6044.43
2024-06-16,Service Fees,Expense,8191.14
2023-06-02,Salaries,Expense,9618.65
2023-10-22,Product Sales,Expense,4731.41
2023-04-24,Software Licenses,Expense,8754.9
2024-01-22,Office Rent,Revenue,3490.46
2024-02-06,Salaries,Revenue,9723.18
2023-05-26,Office Rent,Revenue,8575.42
2024-03-27,Salaries,Revenue,10651.97
2024-12-11,Service Fees,Expense,2695.21
2023-12-20,Product Sales,Revenue,3132.71
2024-08-13,Marketing,Expense,9832.32
2022-12-30,Product Sales,Revenue,9182.93
2023-01-07,Utilities,Expense,3138.29
2024-10-16,Software Licenses,Revenue,843.5
2024-06-02,Software Licenses,Expense,10033.18
2024-03-23,Salaries,Expense,5425.81
2023-09-19,Utilities,Revenue,6073.63
2024-09-26,Utilities,Expense,9810.67
2024-01-22,Utilities,Expense,10078.71
2023-04-17,Service Fees,Expense,6316.33
2024-04-29,Salaries,Expense,9745.85
2023-04-15,Utilities,Revenue,1317.64
2023-06-07,Product Sales,Revenue,842.92
2024-04-05,Service Fees,Revenue,6082.92
2024-01-31,Software Licenses,Revenue,6266.44
2023-09-24,Service Fees,Revenue,4549.22
2023-03-23,Product Sales,Expense,7961.46
2023-03-27,Utilities,Revenue,2689.88
2024-09-13,Marketing,Revenue,2463.59
2023-03-11,Service Fees,Revenue,5339.13
2023-08-31,Office Rent,Expense,8191.84
2024-08-07,Software Licenses,Revenue,5811.33
2023-04-07,Service Fees,Revenue,9605.05
2023-03-20,Service Fees,Expense,4890.37
2023-09-12,Office Rent,Revenue,5690.27
2024-09-30,Office Rent,Expense,967.81
2024-03-27,Utilities,Expense,8136.7
2023-07-20,Software Licenses,Expense,7746.08
2024-11-27,Software Licenses,Expense,1906.12
2024-02-22,Software Licenses,Revenue,509.0
2023-10-09,Marketing,Revenue,7896.4
2024-09-06,Salaries,Expense,1107.56
2023-06-14,Utilities,Expense,10831.87
2023-08-11,Salaries,Revenue,2976.12
2024-04-09,Utilities,Expense,7654.08
2024-10-23,Software Licenses,Expense,3862.91
2024-05-05,Office Rent,Revenue,5793.8
2024-01-24,Marketing,Expense,9941.68
2023-07-30,Marketing,Expense,1560.76
2023-02-28,Utilities,Revenue,7620.01
2023-11-10,Software Licenses,Revenue,6214.26
2024-03-08,Software Licenses,Expense,5791.33
2023-10-04,Software Licenses,Expense,9064.56
2023-06-10,Software Licenses,Revenue,2840.06
2023-03-28,Marketing,Expense,1257.96
2024-07-16,Product Sales,Expense,8473.3
2023-03-31,Office Rent,Expense,766.12
2024-10-01,Product Sales,Revenue,6773.27
2023-07-07,Marketing,Expense,5616.28
2023-12-24,Marketing,Revenue,5295.59
2024-09-29,Product Sales,Revenue,3458.69
2023-06-04,Software Licenses,Revenue,7513.15
2024-09-10,Salaries,Revenue,6407.04
2023-12-08,Utilities,Revenue,7451.39
2023-09-15,Utilities,Revenue,4982.23
2024-11-12,Office Rent,Expense,8018.19
2024-02-25,Software Licenses,Revenue,9920.63
2024-03-13,Salaries,Expense,9727.69
2023-09-17,Marketing,Revenue,5354.34
2023-10-21,Utilities,Expense,2003.65
2023-01-09,Marketing,Revenue,3069.4
2023-12-03,Office Rent,Revenue,6101.28
2023-02-20,Service Fees,Expense,1351.86
2023-03-15,Utilities,Revenue,7660.68
2023-07-17,Marketing,Revenue,8352.81
2023-02-05,Product Sales,Revenue,7228.28
2024-10-20,Office Rent,Expense,5110.12
2024-02-13,Utilities,Revenue,1973.38
2024-09-14,Salaries,Revenue,4469.24
2024-12-07,Service Fees,Expense,8171.83
2024-01-14,Software Licenses,Revenue,1155.75
2024-04-21,Service Fees,Expense,3121.23
2024-04-30,Marketing,Revenue,10201.46
2023-04-23,Product Sales,Expense,2984.58
2024-06-03,Marketing,Revenue,7766.82
2024-08-03,Software Licenses,Expense,6423.3
2024-04-26,Product Sales,Expense,3212.05
2024-05-24,Service Fees,Revenue,9927.03
2024-03-30,Marketing,Expense,8541.4
2023-10-19,Office Rent,Revenue,9943.54
2023-11-22,Utilities,Expense,1170.37
2024-09-03,Service Fees,Revenue,9373.17
2024-09-24,Marketing,Revenue,5338.26
